Date,Close,Returns,Log Returns
2024-09-18,140.943,1.004,0.0038278868638114967
2024-09-19,141.951,1.007,0.007129244467145625
2024-09-20,142.627,1.005,0.004747536400670471
2024-09-23,144.448,1.013,0.012686959822157548
2024-09-24,144.36,0.999,-0.000610123632887216
2024-09-25,140.953,0.976,-0.02388411519810028
2024-09-26,139.014,0.986,-0.013848325995588471
2024-09-27,142.441,1.025,0.024350727147132354
2024-09-30,144.184,1.012,0.012160243062525979
2024-10-01,146.563,1.017,0.016365548773832533
2024-10-02,147.787,1.008,0.008315448388493612
2024-10-03,148.08,1.002,0.001985464752793839
2024-10-04,147.581,0.997,-0.0033775049329416015
2024-10-07,147.953,1.003,0.0025175417608363313
2024-10-08,145.633,0.984,-0.015807152525007917
2024-10-09,146.514,1.006,0.006032158716755121
2024-10-10,147.463,1.006,0.006460907895855872
2024-10-11,148.247,1.005,0.005297422420117431
2024-10-14,148.599,1.002,0.0023746177002763025
2024-10-15,144.634,0.973,-0.027045782822922342
2024-10-16,145.613,1.007,0.006746239580657449
2024-10-17,148.031,1.017,0.01647093222804107
2024-10-18,147.591,0.997,-0.002980715831475622
2024-10-21,147.718,1.001,0.0008620729387475429
2024-10-22,147.757,1.0,0.00026502432987563147
2024-10-23,147.326,0.997,-0.0029197593223651997
2024-10-24,147.297,1.0,-0.00019939470050092374
2024-10-25,147.649,1.002,0.0023900130215176794
2024-10-28,147.385,0.998,-0.0017919481551313611
2024-10-29,145.407,0.987,-0.013509057508018757
2024-10-30,144.947,0.997,-0.003169742662312167
2024-10-31,145.701,1.005,0.005187554767963728
2024-11-01,149.862,1.029,0.028157823873831537
2024-11-04,150.743,1.006,0.005862414401439843
2024-11-05,150.195,0.996,-0.0036436991058167497
2024-11-06,154.415,1.028,0.027707171457350847
2024-11-07,153.485,0.994,-0.0060415035581412495
2024-11-08,153.641,1.001,0.0010199827561765912
2024-11-11,153.22,0.997,-0.00274364719531174
2024-11-12,152.036,0.992,-0.007761803832894151
2024-11-13,155.394,1.022,0.02184735016251575
2024-11-14,158.409,1.019,0.01921939242749681
2024-11-15,158.037,0.998,-0.002351459263872812
2024-11-18,158.996,1.006,0.006052159216220468
2024-11-19,157.849,0.993,-0.007241807236597311
2024-11-20,159.56,1.011,0.010781220222118134
2024-11-21,159.857,1.002,0.0018578041766773386
2024-11-22,160.579,1.005,0.004506370767549314
2024-11-25,158.601,0.988,-0.012394886325808017
2024-11-26,160.747,1.014,0.013441308806869319
2024-11-27,160.332,0.997,-0.0025874669349777715
2024-11-29,160.154,0.999,-0.0011109671740988046
2024-12-02,160.431,1.002,0.0017276699630793383
2024-12-03,160.144,0.998,-0.0017894106856025838
2024-12-04,156.583,0.978,-0.02248404070263879
2024-12-05,157.582,1.006,0.00635919820593184
2024-12-06,153.537,0.974,-0.02600523425379016
2024-12-09,155.357,1.012,0.011782981213467214
2024-12-10,155.278,0.999,-0.0005094866703003809
2024-12-11,154.496,0.995,-0.005044501569910675
2024-12-12,153.013,0.99,-0.009648898027952392
2024-12-13,152.182,0.995,-0.00544437290342004
2024-12-16,147.722,0.971,-0.02974849071682317
2024-12-17,146.485,0.992,-0.008404326934269783
2024-12-18,142.499,0.973,-0.027586455945957617
2024-12-19,139.602,0.98,-0.020545652587840243
2024-12-20,141.283,1.012,0.011972080486873059
2024-12-23,141.402,1.001,0.0008396840914961409
2024-12-24,142.262,1.006,0.006066661088431956
2024-12-26,142.401,1.001,0.0009728957396024617
2024-12-27,142.42,1.0,0.00013886195365510112
2024-12-30,141.501,0.994,-0.0064791842865716655
2024-12-31,143.251,1.012,0.012295533569496402
